가게이름,카테고리,전체평점,평점건수,리뷰수,리뷰작성자,리뷰작성일,작성자리뷰작성수,작성자평균평점,리뷰평점,리뷰내용,X3_Sentiment,X1_Organic_Count,X2_Ad_Count,X1_Organic_Ratio,X2_Ad_Ratio,X1_Organic_Flag,X2_Ad_Flag,X4_Specificity,X5_rating_mean,X6_review_num,X7_content_sim,X8_Is_Viral,label,is_StrongLabeled,validated_label,ad_prob,ad_pred
이치라멘&돈가츠,일본식라면,4.1,18,0,류재형,2025-05-28,180.0,3.2,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
이치라멘&돈가츠,일본식라면,4.1,18,0,Baji154,2024-09-30,2.0,1.0,1.0,사장님이 바뀐건지 예전 사진이랑 실제 음식이랑 다르고 국물도 연하고 기름으로 억지 국물맛 내는 느낌.. 면은 너무 익어서 푹 퍼졌네요 별로입니다 재방문 의사 없습니다. ,0.1156729534268379,0,2,0.0,0.0869565217391304,0,1,94,1.0,2.0,0.0,0,0.0,False,,0.08443902302065205,0
이치라멘&돈가츠,일본식라면,4.1,18,0,준수,2024-07-20,11.0,4.2,5.0,이치라멘 최고! ,0.5,0,0,0.0,0.0,0,0,9,4.2,11.0,0.0,0,-1.0,False,,0.1079531403727471,0
이치라멘&돈가츠,일본식라면,4.1,18,0,????????????,2023-11-18,42.0,5.0,5.0,맛있음국물 진함알바 친절카레 무료... 더보기,0.5095661878585815,1,0,0.2,0.0,1,0,25,5.0,42.0,0.0,0,-1.0,False,,0.09442881984791676,0
이치라멘&돈가츠,일본식라면,4.1,18,0,.,2023-10-15,240.0,4.7,5.0,돈코츠라멘이 맛있습니다 차슈추가 ㅊㅊ ,0.5341647267341614,0,0,0.0,0.0,0,0,21,3.4,55.0,0.0202690769996144,0,0.0,True,0.0,0.084545727168148,0
이치라멘&돈가츠,일본식라면,4.1,18,0,zzzc,2023-10-13,16.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,16.0,0.0,0,-1.0,False,,0.09817479628664381,0
이치라멘&돈가츠,일본식라면,4.1,18,0,친절한 고양이,2023-05-24,16.0,4.7,5.0,매운 라멘에 차슈추가 꼭이요 꼭.. 이 가격에 이런 맛은 정말 감동입니다.. ,0.5041171908378601,0,0,0.0,0.0,0,0,43,4.7,16.0,0.0,0,0.0,True,0.0,0.0862956112913438,0
이치라멘&돈가츠,일본식라면,4.1,18,0,우끼끼,2023-05-17,4.0,3.0,5.0,여기 닭고기 덮밥이 개쩌는 ,0.5549666881561279,0,0,0.0,0.0,0,0,15,3.0,4.0,0.0526315789473684,0,-1.0,False,,0.08490647861800389,0
이치라멘&돈가츠,일본식라면,4.1,18,0,느낌 가는 대로,2022-12-10,71.0,4.8,5.0,메뉴: 매운소유라멘(7000)에 돈가츠 추가(2000)제일 비싼 메뉴가 9000원+밥&카레 무한리필이라 가성비 좋아요라멘은 다양한데 입이 예민한 게 아니라 그런지 별 차이 잘 모르... 더보기,0.7942483425140381,2,2,0.0952380952380952,0.0952380952380952,1,1,107,4.8,71.0,0.0200483943111257,0,0.0,True,0.0,0.08604599557231345,0
이치라멘&돈가츠,일본식라면,4.1,18,0,ㅋㅎㅎ,2019-11-22,381.0,4.3,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.3,381.0,0.0681318681318681,0,-1.0,False,,0.08397474655133497,0
이치라멘&돈가츠,일본식라면,4.1,18,0,allamur98,2019-10-19,1.0,4.0,4.0,"The place itself is really good, food is really delicious and portion are big. However, whenever I go there, something is wrong with service, last time  they forgot to add peace of meat t... 더보기",0.6322399973869324,0,0,0.0,0.0,0,0,194,4.0,1.0,0.0,0,0.0,True,0.0,0.0866376745491303,0
이치라멘&돈가츠,일본식라면,4.1,18,0,옴뇸뇸,2019-08-31,80.0,3.4,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.4,80.0,0.5,0,0.0,False,,0.0827162565474134,0
이치라멘&돈가츠,일본식라면,4.1,18,0,에이든0,2019-06-08,10.0,4.6,5.0,가성비 최고 맛집! ,0.5022989511489868,0,0,0.0,0.0,0,0,11,4.6,10.0,0.0,0,-1.0,False,,0.09434828082206251,0
이치라멘&돈가츠,일본식라면,4.1,18,0,언더핸드 스로,2019-05-01,215.0,4.4,5.0,"생각보다 맛있고, 가격도 저렴합니다. ",0.5039696097373962,0,0,0.0,0.0,0,0,21,4.4,215.0,0.0333333333333333,0,0.0,True,,0.08743381960490763,0
청진동해장국 인하대점,해장국,3.5,22,11,마타누이,2025-09-12,63.0,4.6,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.6,63.0,0.0616162488298779,0,0.0,False,,0.08356419241655386,0
청진동해장국 인하대점,해장국,3.5,22,11,류재형,2025-05-28,180.0,3.2,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
청진동해장국 인하대점,해장국,3.5,22,11,ㅎㅎ,2024-11-01,428.0,3.3,1.0,뼈해장국에서 똥냄새가 났어요개 진심.......제가 만드는게 낫겠어요근데 뼈해장국에서 국거... 더보기,0.796795129776001,0,0,0.0,0.0,0,0,57,3.3,428.0,0.0,0,0.0,False,,0.0834013938504802,0
청진동해장국 인하대점,해장국,3.5,22,11,성게군,2024-10-03,26.0,3.7,4.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.7,26.0,0.5,0,-1.0,False,,0.08251662872383539,0
청진동해장국 인하대점,해장국,3.5,22,11,닥터장,2024-06-06,292.0,2.5,2.0,"프랜차이즈 맛 그 자체, 24시간 안해서 아쉬움ㅠ ",0.526509165763855,0,0,0.0,0.0,0,0,28,2.5,292.0,0.0284263335509872,0,0.0,False,,0.08454862727541972,0
청진동해장국 인하대점,해장국,3.5,22,11,품평회감정사,2024-01-26,4.0,3.5,4.0,순댓국 공깃밥 무한리필로 든든하게 먹었습니다 학생만 공깃밥 무한리필일꺼에요 ,0.5061747431755066,0,0,0.0,0.0,0,0,42,3.5,4.0,0.0,0,-1.0,False,,0.08531558155739183,0
청진동해장국 인하대점,해장국,3.5,22,11,신나래,2023-10-05,392.0,4.8,5.0,저희동생이 추천해서 같이 먹었는데 가격이 저렴하고 맛있어요!! ,0.5032503008842468,0,0,0.0,0.0,0,0,35,4.8,392.0,0.0184330296751363,0,-1.0,False,,0.08461165511503357,0
청진동해장국 인하대점,해장국,3.5,22,11,이동네맛집이어디입니까,2023-09-25,212.0,3.4,1.0,여긴 망해야하는데 노인네가 매우 불친절 ,0.3747034668922424,1,0,0.2,0.0,1,0,22,3.4,212.0,0.0,0,0.0,False,,0.08343695226575713,0
청진동해장국 인하대점,해장국,3.5,22,11,0,2023-09-01,8.0,4.0,5.0,맛있습니다. ,0.5,0,0,0.0,0.0,0,0,7,4.0,8.0,0.0,0,-1.0,False,,0.09507351485902134,0
청진동해장국 인하대점,해장국,3.5,22,11,맛주메이,2023-08-24,51.0,3.3,1.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.3,51.0,0.0,0,0.0,False,,0.08251012779248615,0
청진동해장국 인하대점,해장국,3.5,22,11,김민서,2023-05-24,21.0,4.2,5.0,감자탕도 맛있고 선지 해장국도 맛있는데 순대국밥이 진짜 최고에요..ㅠ 새벽에 계신 아주머니 너무 친절하시고 밝으셔서 갈 때마다 기분이 좋습니다 인하대 후문 맛집으로 적극추천합니다 24시 운영이라 언제 가도 좋아요 ,0.503200888633728,1,0,0.037037037037037,0.0,1,0,119,4.2,21.0,0.0,0,-1.0,False,,0.0841824776141789,0
청진동해장국 인하대점,해장국,3.5,22,11,엄태규,2023-01-28,5.0,3.4,5.0,야무짐 ,0.5,0,0,0.0,0.0,0,0,4,3.4,5.0,0.0,0,-1.0,False,,0.08411076554925154,0
청진동해장국 인하대점,해장국,3.5,22,11,2sh,2022-05-07,9.0,4.2,5.0,남자 사장님 친절하십니다뼈해장국 국물 시원하네요 깔끔하고 ,0.5026730895042419,1,0,0.1666666666666666,0.0,1,0,32,4.2,9.0,0.0,0,-1.0,False,,0.11604750550831458,0
청진동해장국 인하대점,해장국,3.5,22,11,내 리뷰보면 실패안함,2022-01-03,188.0,3.7,2.0,가성비가 좋긴한데위생이; ,0.868277370929718,0,0,0.0,0.0,0,0,14,3.7,188.0,0.0129346129888766,0,0.0,False,,0.08233976077796876,0
청진동해장국 인하대점,해장국,3.5,22,11,스코어러,2021-12-16,102.0,3.4,5.0,"내 대학 시절 수년간 뼈해장국 땡길댄 여기로 감이젠 직장인이 되어 인하대역쪽에 사는데, 아직도 해장 땡길땐 여기로 갑니다. ",0.5644729733467102,0,0,0.0,0.0,0,0,69,3.4,102.0,0.0,0,-1.0,False,,0.08419770748874926,0
청진동해장국 인하대점,해장국,3.5,22,11,Cornelius,2021-11-29,249.0,3.5,3.0,순댓국 무난하고 괜찮음. ,0.5073798298835754,0,0,0.0,0.0,0,0,14,3.5,249.0,0.0416666666666666,0,0.0,False,,0.08245263474963954,0
청진동해장국 인하대점,해장국,3.5,22,11,느아,2021-10-30,73.0,2.7,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,2.7,73.0,1.0,0,0.0,False,,0.08352054604767695,0
청진동해장국 인하대점,해장국,3.5,22,11,쿼카,2020-07-02,201.0,4.1,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.1,201.0,0.5357142857142857,0,0.0,False,,0.08315730862295523,0
청진동해장국 인하대점,해장국,3.5,22,11,ㅋㅎㅎ,2019-11-22,381.0,4.3,4.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.3,381.0,0.0681318681318681,0,-1.0,False,,0.08397474655133497,0
청진동해장국 인하대점,해장국,3.5,22,11,Spendal,2019-09-18,261.0,4.0,5.0,인하대인 soul food ,0.5418541431427002,0,0,0.0,0.0,0,0,15,4.0,261.0,0.0,0,-1.0,False,,0.08330904851949679,0
피자알볼로 용현점,피자,5.0,2,0,쿼카,2020-09-05,201.0,4.1,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.1,201.0,0.5357142857142857,0,-1.0,False,,0.08315730862295523,0
피자알볼로 용현점,피자,5.0,2,0,♡김정은♡리따♡,2018-01-04,1.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1.0,0.0,0,-1.0,False,,0.11129155206070854,0
코피아,양식,4.8,18,124,BlueHat,2025-02-02,110.0,4.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.8,110.0,0.7006666666666667,0,-1.0,False,,0.08562611528380835,0
코피아,양식,4.8,18,124,초록너구리,2024-10-13,19.0,3.7,5.0,디박 맛있어여 짱짱 ,0.5029240250587463,0,0,0.0,0.0,0,0,11,3.7,19.0,0.0,0,-1.0,False,,0.08337502512352861,0
코피아,양식,4.8,18,124,정재이,2024-06-04,2.0,5.0,5.0,너무 맛있어요!! 짱추입니다!! ,0.5026196241378784,0,0,0.0,0.0,0,0,18,5.0,2.0,0.0,0,-1.0,False,,0.24024128409954826,0
코피아,양식,4.8,18,124,NEVER,2024-03-29,133.0,3.6,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.6,133.0,1.0,0,-1.0,False,,0.08289152135208476,0
코피아,양식,4.8,18,124,강희석,2023-10-13,22.0,4.3,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.3,22.0,1.0,0,-1.0,False,,0.084205112047245,0
코피아,양식,4.8,18,124,Nadia,2023-08-28,1.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1.0,0.0,0,-1.0,False,,0.11129155206070854,0
코피아,양식,4.8,18,124,J,2023-01-25,69.0,4.7,5.0,가성비 대박 완전 맛있어요 샐러드도 2천원만 추가하면 1-2인 곁들여 먹기 딱 좋고요 ,0.5028737187385559,0,0,0.0,0.0,0,0,48,4.7,69.0,0.0084747474747474,0,-1.0,False,,0.08357602477125611,0
코피아,양식,4.8,18,124,박마스,2022-11-01,22.0,3.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.8,22.0,0.3333333333333333,0,-1.0,False,,0.08265866155900013,0
코피아,양식,4.8,18,124,Lee,2022-10-30,7.0,3.9,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.9,7.0,0.1666666666666666,0,-1.0,False,,0.08430220237462374,0
코피아,양식,4.8,18,124,이건우,2022-07-16,35.0,4.7,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.7,35.0,0.0,0,-1.0,False,,0.08466251743387818,0
코피아,양식,4.8,18,124,교교씽,2022-05-14,7.0,4.1,5.0,로제치킨치즈그라탕 그냥 도라버렸습니다..졸업후에도 생각나요......... 더보기,0.2053490281105041,0,0,0.0,0.0,0,0,45,4.1,7.0,0.0,0,-1.0,False,,0.09575185629815625,0
코피아,양식,4.8,18,124,이가원,2021-04-08,17.0,3.9,5.0,넘나 맛있는것 ,0.5,0,0,0.0,0.0,0,0,8,3.9,17.0,0.0,0,-1.0,False,,0.083390669622015,0
코피아,양식,4.8,18,124,.,2020-09-21,29.0,4.0,5.0,브런치 최고 갓성비 ,0.508615255355835,0,0,0.0,0.0,0,0,11,3.4,55.0,0.0202690769996144,0,-1.0,False,,0.08262442255884592,0
코피아,양식,4.8,18,124,je23586,2020-09-04,43.0,4.4,5.0,크림치즈리조또♥? ,0.5,0,0,0.0,0.0,0,0,10,4.4,43.0,0.05,0,-1.0,False,,0.08385522059413678,0
코피아,양식,4.8,18,124,airbower,2020-06-25,7.0,3.6,3.0,평균은되나 맛이 최고는 아닌듯 ,0.8772906064987183,0,0,0.0,0.0,0,0,17,3.6,7.0,0.0,0,0.0,False,,0.08638453879718941,0
코피아,양식,4.8,18,124,김보연,2020-01-09,46.0,4.4,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.4,46.0,1.0,0,-1.0,False,,0.08295877472052669,0
코피아,양식,4.8,18,124,Lovely,2019-10-06,502.0,4.5,4.0,맛 분위기 친절도 보통이상 ,0.5256330966949463,1,0,0.25,0.0,1,0,15,4.5,502.0,0.0098324514991181,0,-1.0,False,,0.08421611513146916,0
코피아,양식,4.8,18,124,Saerom Ryu:)♥,2019-01-12,1.0,5.0,5.0,최고에요~ ,0.5,0,0,0.0,0.0,0,0,6,5.0,1.0,0.0,0,-1.0,False,,0.11129155206070854,0
종로닭한마리 인하점,닭요리,4.3,18,0,류재형,2025-05-28,180.0,3.2,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
종로닭한마리 인하점,닭요리,4.3,18,0,최진경,2025-01-26,19.0,4.6,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.6,19.0,0.0,0,0.0,False,,0.08880751284716967,0
종로닭한마리 인하점,닭요리,4.3,18,0,@foodworkerr,2024-10-08,565.0,4.1,4.0,오래 해주세요 ,0.5,0,0,0.0,0.0,0,0,8,4.1,565.0,0.0,0,-1.0,False,,0.08318145797110968,0
종로닭한마리 인하점,닭요리,4.3,18,0,김민관,2024-10-01,2.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,2.0,0.0,0,-1.0,False,,0.11845784762952216,0
종로닭한마리 인하점,닭요리,4.3,18,0,BlueHat,2024-08-13,110.0,4.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.8,110.0,0.7006666666666667,0,-1.0,False,,0.08562611528380835,0
종로닭한마리 인하점,닭요리,4.3,18,0,.,2024-06-25,63.0,3.3,5.0, 인하인이 사랑하는 맛쥡 ,0.5197181701660156,0,0,0.0,0.0,0,0,14,3.4,55.0,0.0202690769996144,0,-1.0,False,,0.08262442255884592,0
종로닭한마리 인하점,닭요리,4.3,18,0,진짜임,2024-02-28,20.0,3.4,5.0,감사하다 ,0.5,0,0,0.0,0.0,0,0,5,3.4,20.0,0.2666666666666666,0,-1.0,False,,0.08254398412733265,0
종로닭한마리 인하점,닭요리,4.3,18,0,장석우,2023-06-16,5.0,5.0,5.0,맛있어요~ ,0.5,0,0,0.0,0.0,0,0,6,5.0,5.0,0.0,0,-1.0,False,,0.11424519714815143,0
종로닭한마리 인하점,닭요리,4.3,18,0,퉁그리,2023-04-22,391.0,3.9,4.0,가성비최고 닭한마리에 소주 3병깔수있음 ,0.5037066340446472,0,0,0.0,0.0,0,0,22,3.9,391.0,0.0197786732371712,0,0.0,True,,0.08294355765849998,0
종로닭한마리 인하점,닭요리,4.3,18,0,푸딩,2023-03-20,19.0,3.4,5.0,또갈게오 ............... ,0.6561943888664246,0,0,0.0,0.0,0,0,21,3.4,19.0,0.0,0,-1.0,False,,0.0917176775132702,0
종로닭한마리 인하점,닭요리,4.3,18,0,1점아니면5점,2022-11-10,11.0,4.3,5.0,인하대 소울푸드주량 1잔도 쏘주 4병까고 나오는 집 ,0.568754255771637,0,0,0.0,0.0,0,0,29,4.3,11.0,0.0,0,-1.0,False,,0.11884705381613792,0
종로닭한마리 인하점,닭요리,4.3,18,0,A330,2022-01-20,8.0,4.5,5.0,최고 ,0.5,0,0,0.0,0.0,0,0,3,4.5,8.0,0.3333333333333333,0,-1.0,False,,0.09108560123380627,0
종로닭한마리 인하점,닭요리,4.3,18,0,버터우유,2021-07-08,63.0,2.7,3.0,싸고 맛도 괜찮은 편 ,0.5040381550788879,0,0,0.0,0.0,0,0,12,2.7,63.0,0.008635484159095,0,0.0,False,,0.08273900032239288,0
종로닭한마리 인하점,닭요리,4.3,18,0,장재원,2020-09-24,5.0,4.8,5.0,진짜 너무 맛있어요. 한달에 한번은 꼭 가는거 갔네요.꼭 먹으러 가보세요~~~ ,0.5403009653091431,0,0,0.0,0.0,0,0,44,4.8,5.0,0.0,0,-1.0,False,,0.0897418098651446,0
종로닭한마리 인하점,닭요리,4.3,18,0,je23586,2020-09-04,43.0,4.4,4.0,맛있음♥? ,0.5,0,0,0.0,0.0,0,0,6,4.4,43.0,0.05,0,-1.0,False,,0.08385522059413678,0
종로닭한마리 인하점,닭요리,4.3,18,0,쿼카,2020-05-17,201.0,4.1,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.1,201.0,0.5357142857142857,0,-1.0,False,,0.08315730862295523,0
종로닭한마리 인하점,닭요리,4.3,18,0,형석,2020-02-23,3.0,4.7,5.0,사리추가 하나 하면 둘이서 든든하게 먹음 ,0.5095025300979614,0,0,0.0,0.0,0,0,23,4.7,3.0,0.0,0,-1.0,False,,0.19379093045918908,0
종로닭한마리 인하점,닭요리,4.3,18,0,연주_?O???E,2016-03-20,197.0,3.4,3.0,국물 가끔 생각남 ,0.5,0,0,0.0,0.0,0,0,10,3.4,197.0,0.0,0,0.0,False,,0.08246653553444694,0
산츠키,일본식주점,4.5,6,63,맛집 노비,2024-06-06,110.0,3.7,5.0,근처 술집보다 훨씬 맛있고 가성비 좋아요사장님도 너무 친절하시고버르장머리 없는곳보다 이런데가 잘 되어야 한다고 봅니다 ,0.5263437628746033,1,2,0.0714285714285714,0.1428571428571428,1,1,66,3.7,110.0,0.0,0,-1.0,False,,0.08748147606710208,0
산츠키,일본식주점,4.5,6,63,서울러,2024-04-07,12.0,3.6,2.0,대한민국에 이자카야가 너무 많아졌습니다.인하대 후문 도태돼야 할 곳 중 하나입니다.  ,0.5180677175521851,0,0,0.0,0.0,0,0,48,3.6,12.0,0.0,0,0.0,True,0.0,0.08461391550331929,0
산츠키,일본식주점,4.5,6,63,sennie,2024-01-14,28.0,4.6,5.0,"인하대 후문 맛집이네요! 직원분들도 친절하시고, 무엇보다 유자하이볼을 꼬오오옥 드셔야해요!!! 너무 맛있답니다?? ",0.5251467227935791,2,0,0.1818181818181818,0.0,1,0,64,4.6,28.0,0.0,0,-1.0,False,,0.08417087652778629,0
산츠키,일본식주점,4.5,6,63,아구튜어라,2023-10-28,5.0,3.4,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.4,5.0,0.0,0,-1.0,False,,0.08411076554925154,0
산츠키,일본식주점,4.5,6,63,박수하,2023-10-21,15.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,15.0,1.0,0,-1.0,False,,0.09035324522059458,0
산츠키,일본식주점,4.5,6,63,강희석,2023-10-18,22.0,4.3,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.3,22.0,1.0,0,-1.0,False,,0.084205112047245,0
신촌샤브샤브,샤브샤브,3.8,4,0,류재형,2025-06-02,180.0,3.2,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
신촌샤브샤브,샤브샤브,3.8,4,0,BlueHat,2025-02-02,110.0,4.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.8,110.0,0.7006666666666667,0,-1.0,False,,0.08562611528380835,0
신촌샤브샤브,샤브샤브,3.8,4,0,이종희,2024-10-03,1.0,2.0,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,2.0,1.0,0.0,0,0.0,False,,0.08338765025988651,0
신촌샤브샤브,샤브샤브,3.8,4,0,쀼,2024-02-07,486.0,3.9,5.0,가성비 대박이에요!!닭고기 덮밥은 비추.. ,0.5080839395523071,0,0,0.0,0.0,0,0,24,3.9,486.0,0.1,0,-1.0,False,,0.08505777203573336,0
인하중국집,중국요리,4.6,11,0,Hi,2025-08-19,19.0,4.3,5.0,맛있습니다!! 양파는 적어요..2개 ?? 넉넉히 4개는 넣어주세요~ ,0.6172621250152588,0,0,0.0,0.0,0,0,38,4.3,19.0,0.0,0,-1.0,False,,0.08807612666977555,0
인하중국집,중국요리,4.6,11,0,김민성,2025-08-14,2.0,5.0,5.0,짜장면이 되게 맛있음 ,0.5124634504318237,0,0,0.0,0.0,0,0,12,5.0,2.0,0.0,0,-1.0,False,,0.11845784762952216,0
인하중국집,중국요리,4.6,11,0,jae gil,2025-07-21,2.0,3.0,5.0,단골인데전화받으시는분이 빨리끊을려고해서말을빨리해서 시켜야함ㅋㅋㅋㅋㅋ ,0.4107474684715271,0,0,0.0,0.0,0,0,38,3.0,2.0,0.0,0,0.0,True,,0.09087217090707474,0
인하중국집,중국요리,4.6,11,0,오리,2025-06-17,18.0,3.0,5.0,맛잇어용 ,0.5,0,0,0.0,0.0,0,0,5,3.0,18.0,0.0,0,-1.0,False,,0.08431583050817112,0
인하중국집,중국요리,4.6,11,0,선의의제3자,2024-04-16,11.0,5.0,5.0,마파두부도 맛있고 다 맛있어요ㅎㅎ 재방문의사있어요 ,0.5038723945617676,0,0,0.0,0.0,0,0,28,5.0,11.0,0.0,0,-1.0,False,,0.13767238711726779,0
인하중국집,중국요리,4.6,11,0,고태호,2023-12-10,90.0,4.5,5.0,마파두부 포장 굳굳굳??짱 맛 ,0.5045435428619385,0,0,0.0,0.0,0,0,17,4.5,90.0,0.0,0,-1.0,False,,0.08354961733040402,0
인하중국집,중국요리,4.6,11,0,브륄레,2023-12-02,26.0,3.2,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.4,7.0,0.0119047619047619,0,-1.0,False,,0.09567327269264284,0
인하중국집,중국요리,4.6,11,0,Yasin,2022-09-26,27.0,2.8,5.0,배달 가능 구역이 너무 짧지만 포장으로 직접가져와서 먹어도 맛있는 집 가격도 착하고 맛도좋음 ,0.5072745084762573,0,0,0.0,0.0,0,0,52,2.8,27.0,0.0,0,-1.0,False,,0.08532879475230888,0
인하중국집,중국요리,4.6,11,0,구국,2022-01-25,7.0,2.7,5.0,사장님 덕분에 너무 잘먹고 있습니다 아래 리뷰는 무시하세요~ ,0.6821984648704529,0,0,0.0,0.0,0,0,34,2.7,7.0,0.0,0,1.0,True,,0.1349438477203649,0
인하중국집,중국요리,4.6,11,0,으,2021-12-14,28.0,1.4,1.0,배달어플서 같은동네서시켰는데 주문금액이 3만원도넘었으나 갑자기 취소됐길래 실수로 먼거리 중국집을 시켰나보니 차로 5분도안걸리는거리네요... 더보기,0.2354837507009506,1,0,0.0769230769230769,0.0,1,0,81,1.4,28.0,0.0333333333333333,0,0.0,False,,0.08537047343928005,0
인하중국집,중국요리,4.6,11,0,mok,2021-12-05,32.0,4.7,5.0,"완전 맛있고, 배달 서비스도 완벽해요 ",0.5018266439437866,0,0,0.0,0.0,0,0,21,4.7,32.0,0.0059940059940059,0,-1.0,False,,0.09563751592807926,0
바베큐하우스,치킨,4.0,5,14,류재형,2025-10-31,180.0,3.2,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
바베큐하우스,치킨,4.0,5,14,닥터장,2024-06-06,292.0,2.5,2.0,가성비는 좋으나 위치와 분위기는 다소 아쉬움 ,0.9017881155014038,0,0,0.0,0.0,0,0,25,2.5,292.0,0.0284263335509872,0,0.0,False,,0.08414578572805283,0
바베큐하우스,치킨,4.0,5,14,현석,2022-10-04,2.0,5.0,5.0,치킨과 목살의 풍요로운 조합?너무 맛있어요~~전기구이 맛집... 더보기,0.5109988451004028,0,0,0.0,0.0,0,0,39,3.0,2.0,0.0,1,-1.0,False,,0.09238443326815057,0
바베큐하우스,치킨,4.0,5,14,임채욱,2022-10-04,4.0,5.0,5.0,진짜 맛있게 음식 잘 하시네요 ,0.5038714408874512,0,1,0.0,0.2,0,1,17,5.0,4.0,0.0,1,-1.0,False,,0.1684121902175204,0
바베큐하우스,치킨,4.0,5,14,쿼카,2022-10-04,201.0,4.1,5.0,바베큐 담백하고 소스도 다양하네요너무 맛있고 가격도 저렴하고 친절하시구 또올게요~! ,0.5031331181526184,1,0,0.1111111111111111,0.0,1,0,47,4.1,201.0,0.5357142857142857,1,-1.0,False,,0.08807550211616302,0
호식이두마리치킨 용일사거리점,치킨,4.3,6,0,뾰롱,2025-01-27,65.0,2.6,5.0,"기프티콘 써도 친절한곳, 기름도 깨끗한곳.골목에 있지만 찾아가서 포장해도 될맛.전 좋았어요 ",0.5078901648521423,1,0,0.1,0.0,1,0,51,2.6,65.0,0.0,0,-1.0,False,,0.08534723837148259,0
호식이두마리치킨 용일사거리점,치킨,4.3,6,0,.,2024-08-30,1.0,1.0,1.0,주문하면 두시간걸리는 집지연될것같으면 미리 연락을 주던지 그냥 도착시간 늘리는 집... 더보기,0.3869681060314178,1,0,0.0909090909090909,0.0,1,0,52,3.4,55.0,0.0202690769996144,0,0.0,False,,0.08502107253404671,0
호식이두마리치킨 용일사거리점,치킨,4.3,6,0,신유정 ??????,2023-08-30,2.0,5.0,5.0,치즈볼 넘 맛나요속이  꽉차서 맛나요드셔보셔요 ,0.6961238384246826,0,2,0.0,0.4,0,1,26,5.0,2.0,0.0,0,-1.0,False,,0.23682854100839865,0
호식이두마리치킨 용일사거리점,치킨,4.3,6,0,씨쎄씨,2022-12-24,133.0,2.4,5.0,가격 착하고 양 푸짐  비닐장갑에 종량제봉투까지 주시네요 서비스 굿 ,0.5033435821533203,0,0,0.0,0.0,0,0,38,2.4,133.0,0.0,1,-1.0,False,,0.08704923945383217,0
호식이두마리치킨 용일사거리점,치킨,4.3,6,0,",",2022-12-24,9.0,3.7,5.0,완전. 맛나게 먹고 잇어요 한마리 가격에 두마리 너무 좋아요 ,0.5028006434440613,0,0,0.0,0.0,0,0,34,3.7,9.0,0.0,1,-1.0,False,,0.09494278809072429,0
호식이두마리치킨 용일사거리점,치킨,4.3,6,0,민수,2021-11-27,1.0,5.0,5.0,바삭하고 쫄깃하고 맛있습니다.~~ ,0.5034380555152893,0,0,0.0,0.0,0,0,19,5.0,1.0,0.0,0,-1.0,False,,0.20637530141824717,0
